SOI,YEAR,POP_TOT,POP_HH,HH_TOT,POP_GRP,POP_SCHL,AGE_0005,AGE_0614,AGE_1519,AGE_2024,AGE_2534,AGE_3544,AGE_4554,AGE_5564,AGE_6574,AGE_75p,RACE_White,RACE_Hisp,RACE_Black,RACE_Asian,RACE_PacIs,RACE_NatAm,RACE_Other,RACE_TwoPlus,INC_0010,INC_1024,INC_2534,INC_3549,INC_5074,INC_7599,INC_100149,INC_150p,EMP_AGR,EMP_OTH,EMP_IND,EMP_RET,EMP_OFC,EMP_EDU,EMP_MED,EMP_FOO,EMP_GOV,EMP_TOT,HU_tot
Coalinga,2060,18345,14325,4885,4020,2700,1148,1738,1011,1035,1956,1886,2225,2497,2620,2229,3557,13581,409,358,17,61,42,320,,,,,,,,,285,47,357,339,285,1195,460,272,2219,5458,
Firebaugh,2019,7725,7725,2041,0,1446,829,1143,655,680,1221,833,852,792,436,284,504,7156,20,29,0,16,0,0,161,400,410,270,500,100,130,70,140,59,557,88,46,270,130,61,42,1393,
Firebaugh,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Firebaugh,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Firebaugh,2022,8417,8403,2238,14,1956,692,1376,762,695,1206,975,916,915,527,353,522,7786,30,16,3,3,27,30,,,,,,,,,139,53,1308,97,62,266,131,100,75,2231,
Firebaugh,2023,8413,8399,2252,14,1922,677,1320,776,722,1184,989,917,914,556,359,516,7790,29,15,3,3,27,29,,,,,,,,,141,54,1291,95,0,264,129,99,74,2147,
Firebaugh,2024,8413,8399,2266,14,1887,672,1247,771,746,1202,993,912,912,585,373,510,7798,29,15,3,3,27,29,,,,,,,,,143,54,1287,94,0,265,129,99,74,2145,
Firebaugh,2025,8413,8399,2266,14,1853,676,1201,779,726,1253,970,903,903,629,373,506,7804,28,15,3,3,26,28,,,,,,,,,143,55,1300,94,0,267,130,100,74,2163,
Firebaugh,2026,8450,8436,2280,14,1811,685,1144,800,710,1286,991,897,873,667,397,503,7846,27,15,3,3,26,28,,,,,,,,,143,55,1314,99,0,269,132,103,74,2189,
Firebaugh,2027,8509,8495,2295,15,1769,694,1095,800,738,1274,1038,868,894,690,419,500,7909,27,15,3,3,26,28,,,,,,,,,144,56,1329,101,0,277,135,104,78,2224,
Firebaugh,2028,8564,8550,2311,15,1728,704,1071,766,757,1307,1064,869,853,746,429,498,7966,26,14,3,3,28,27,,,,,,,,,144,57,1343,102,9,280,137,105,79,2257,
Firebaugh,2029,8618,8603,2326,15,1686,716,1068,706,756,1339,1112,866,835,774,446,497,8019,26,14,3,3,30,27,,,,,,,,,144,58,1356,103,19,283,139,106,80,2289,
Firebaugh,2030,8671,8657,2342,15,1644,727,1055,685,769,1334,1121,900,835,769,477,496,8075,25,14,3,3,30,26,,,,,,,,,144,59,1369,104,28,286,140,107,81,2319,
Firebaugh,2031,8704,8689,2358,15,1624,736,1006,686,789,1342,1134,896,834,784,498,494,8109,24,14,3,3,31,26,,,,,,,,,145,60,1383,105,34,289,141,109,81,2346,
Firebaugh,2032,8737,8722,2366,15,1604,748,995,649,786,1383,1138,909,825,770,533,491,8144,24,14,3,3,33,25,,,,,,,,,145,60,1394,106,40,292,142,109,82,2371,
Firebaugh,2033,8769,8754,2375,15,1583,761,998,624,751,1427,1122,926,830,773,557,489,8179,23,13,3,2,35,25,,,,,,,,,145,62,1408,107,45,295,143,111,83,2398,
Firebaugh,2034,8800,8785,2384,15,1563,770,1008,615,691,1450,1142,934,828,774,588,487,8212,23,13,2,2,36,25,,,,,,,,,146,62,1421,108,50,297,144,111,84,2424,
Firebaugh,2035,8831,8816,2392,15,1543,773,1026,595,668,1445,1196,916,824,771,618,484,8245,22,13,2,2,38,24,,,,,,,,,146,63,1435,109,54,300,145,113,85,2449,
Firebaugh,2036,8863,8848,2401,15,1561,779,1037,542,670,1450,1227,936,818,746,659,482,8278,21,13,2,2,40,24,,,,,,,,,146,64,1452,110,61,303,147,114,85,2482,
Firebaugh,2037,8895,8879,2406,15,1579,782,1050,529,635,1473,1212,978,789,762,685,480,8312,21,12,2,2,41,23,,,,,,,,,147,65,1465,111,65,306,148,115,86,2508,
Firebaugh,2038,8925,8910,2411,15,1598,782,1065,529,611,1456,1242,999,788,726,728,478,8345,20,12,2,2,43,23,,,,,,,,,147,66,1479,112,70,308,149,116,87,2535,
Firebaugh,2039,8956,8941,2417,15,1616,781,1083,531,603,1397,1271,1044,785,711,752,476,8377,20,12,2,2,45,22,,,,,,,,,147,67,1492,113,75,311,150,117,88,2562,
Firebaugh,2040,8987,8972,2422,15,1634,777,1097,542,583,1387,1265,1051,814,710,761,475,8409,19,12,2,2,46,22,,,,,,,,,148,68,1507,114,80,315,152,118,89,2590,
Firebaugh,2041,9017,9001,2427,15,1651,774,1111,547,532,1410,1275,1065,812,710,780,473,8440,19,11,2,2,48,22,,,,,,,,,148,69,1519,115,85,318,153,119,90,2615,
Firebaugh,2042,9045,9030,2433,15,1669,771,1123,552,520,1375,1316,1071,826,704,787,471,8470,18,11,2,2,50,21,,,,,,,,,149,69,1532,116,88,321,154,120,90,2639,
Firebaugh,2043,9072,9057,2438,16,1686,764,1132,560,521,1320,1362,1058,844,711,800,470,8501,17,11,2,2,49,21,,,,,,,,,149,70,1546,118,91,323,155,121,91,2664,
Firebaugh,2044,9097,9081,2444,16,1704,756,1138,573,524,1257,1387,1080,854,711,816,468,8528,17,10,2,2,49,20,,,,,,,,,149,71,1561,118,94,326,156,122,92,2691,
Firebaugh,2045,9120,9105,2449,16,1721,747,1146,579,535,1218,1386,1133,839,709,829,467,8554,16,10,2,2,49,20,,,,,,,,,150,72,1576,120,98,328,157,123,93,2718,
Firebaugh,2046,9142,9126,2455,16,1724,738,1149,591,540,1172,1393,1165,859,704,832,466,8579,16,10,2,2,48,19,,,,,,,,,150,73,1592,120,101,332,159,124,93,2743,
Firebaugh,2047,9162,9146,2460,16,1727,730,1147,603,546,1127,1419,1154,900,680,856,466,8602,15,10,2,1,48,19,,,,,,,,,151,74,1605,121,103,334,160,125,94,2767,
Firebaugh,2048,9179,9164,2464,16,1729,721,1144,613,554,1106,1405,1184,921,680,852,465,8621,15,9,2,1,48,18,,,,,,,,,151,74,1619,122,106,336,161,126,95,2791,
Firebaugh,2049,9195,9180,2469,16,1732,715,1136,620,567,1103,1350,1214,963,679,849,464,8640,14,9,2,1,47,18,,,,,,,,,151,75,1634,123,108,339,162,127,96,2815,
Firebaugh,2050,9209,9194,2474,16,1735,707,1130,627,574,1096,1342,1210,972,705,846,462,8658,14,9,2,1,47,17,,,,,,,,,152,76,1649,124,109,341,163,128,97,2839,
Firebaugh,2051,9221,9205,2479,16,1723,699,1123,631,585,1053,1367,1221,986,705,852,,,,,,,,,,,,,,,,,152,77,1663,125,110,344,164,129,97,2861,
Firebaugh,2052,9231,9215,2482,16,1712,694,1112,633,597,1047,1334,1262,992,716,843,,,,,,,,,,,,,,,,,153,77,1680,126,110,345,165,130,98,2885,
Firebaugh,2053,9238,9222,2486,16,1700,688,1102,633,607,1056,1281,1307,980,734,851,,,,,,,,,,,,,,,,,153,77,1695,127,110,348,166,131,99,2906,
Firebaugh,2054,9242,9227,2490,16,1689,683,1089,632,614,1072,1221,1331,1001,744,856,,,,,,,,,,,,,,,,,154,79,1711,128,110,350,167,132,99,2928,
Firebaugh,2055,9246,9230,2493,16,1677,679,1077,631,621,1089,1183,1330,1049,731,856,449,8715,12,7,1,1,46,15,,,,,,,,,154,79,1724,128,110,351,168,132,100,2947,
Firebaugh,2056,9247,9231,2497,16,1669,679,1065,628,624,1105,1137,1337,1078,748,846,,,,,,,,,,,,,,,,,154,79,1739,129,110,353,169,133,101,2968,
Firebaugh,2057,9246,9230,2496,16,1661,680,1051,625,625,1121,1093,1360,1067,783,841,,,,,,,,,,,,,,,,,155,80,1757,130,108,355,170,134,102,2990,
Firebaugh,2058,9242,9227,2495,16,1654,680,1050,624,625,1121,1093,1359,1067,782,841,,,,,,,,,,,,,,,,,155,80,1772,131,107,357,170,135,102,3009,
Firebaugh,2059,9237,9221,2494,16,1646,680,1050,624,625,1120,1092,1359,1066,782,841,,,,,,,,,,,,,,,,,156,81,1787,131,105,358,171,135,103,3027,
Firebaugh,2060,9229,9213,2493,16,1638,679,1049,624,624,1119,1091,1357,1065,781,840,443,8708,11,7,1,0,45,14,,,,,,,,,156,81,1805,132,102,359,172,136,103,3046,
Fowler,2019,6375,6339,1802,36,1187,621,867,457,488,877,819,743,707,427,333,1149,4448,73,563,1,25,5,75,132,270,160,220,350,250,270,150,1095,53,1227,130,261,330,209,167,50,3522,
Fowler,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fowler,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fowler,2022,7306,7254,2271,52,1505,528,1013,628,518,922,987,920,798,588,403,1246,4881,94,926,0,28,41,89,,,,,,,,,1236,72,1257,132,311,332,384,218,52,3994,
Fowler,2023,7397,7345,2320,53,1484,535,960,678,543,905,1005,933,803,615,420,1249,4956,95,937,0,29,42,89,,,,,,,,,1253,73,1240,134,326,336,389,221,53,4025,
Fowler,2024,7513,7460,2370,53,1462,566,936,657,579,907,1021,935,836,633,444,1256,5049,96,952,0,29,42,90,,,,,,,,,1272,75,1272,136,349,336,384,224,54,4102,
Fowler,2025,7658,7603,2370,54,1441,560,948,624,628,904,1045,967,823,672,487,1268,5161,98,969,0,29,42,91,,,,,,,,,1272,75,1320,138,374,335,380,237,54,4185,
Fowler,2026,7742,7687,2421,55,1430,581,892,634,653,944,1036,937,856,703,505,1269,5233,99,979,0,29,42,91,,,,,,,,,1275,77,1333,139,380,340,385,240,55,4224,
Fowler,2027,7877,7819,2458,58,1419,599,871,645,657,980,1047,945,872,734,527,1278,5341,100,995,0,29,42,91,,,,,,,,,1277,79,1342,142,397,346,381,249,56,4269,
Fowler,2028,8002,7943,2496,59,1407,608,885,589,712,1010,1036,992,877,731,563,1285,5444,101,1009,0,30,42,91,,,,,,,,,1279,80,1355,144,413,347,386,252,57,4313,
Fowler,2029,8123,8063,2535,60,1396,621,872,606,690,1049,1049,1007,913,719,597,1290,5544,103,1022,0,30,42,91,,,,,,,,,1281,82,1363,146,427,347,382,261,58,4347,
Fowler,2030,8245,8184,2574,61,1385,633,859,619,652,1149,1011,1034,925,753,610,1297,5645,104,1035,0,30,42,92,,,,,,,,,1283,84,1376,148,438,353,387,265,58,4392,
Fowler,2031,8379,8318,2614,62,1396,648,885,563,667,1214,1015,1036,933,783,635,1305,5754,106,1050,0,30,42,92,,,,,,,,,1286,85,1404,150,457,359,394,269,59,4463,
Fowler,2032,8516,8453,2655,63,1407,665,900,539,678,1257,1005,1063,958,777,675,1313,5867,108,1064,0,30,43,92,,,,,,,,,1290,87,1430,153,474,355,395,277,60,4521,
Fowler,2033,8651,8587,2697,64,1419,680,941,521,619,1343,989,1087,974,784,712,1320,5979,109,1077,0,31,43,92,,,,,,,,,1292,89,1453,155,490,361,401,281,61,4583,
Fowler,2034,8780,8715,2739,65,1430,697,940,519,637,1359,991,1103,976,818,739,1327,6085,111,1091,0,31,42,92,,,,,,,,,1296,91,1476,157,503,357,402,289,62,4633,
Fowler,2035,8909,8844,2782,66,1441,715,974,481,650,1371,985,1124,1005,802,800,1335,6192,113,1105,0,31,42,92,,,,,,,,,1298,92,1499,160,513,362,408,294,63,4689,
Fowler,2036,9040,8973,2825,67,1481,732,999,496,591,1415,1032,1119,979,839,838,1343,6300,114,1118,0,31,42,92,,,,,,,,,1301,94,1530,162,533,368,414,297,64,4763,
Fowler,2037,9172,9104,2861,68,1521,748,1015,507,565,1429,1070,1128,986,853,871,1351,6409,116,1131,0,31,42,91,,,,,,,,,1303,96,1558,164,545,364,416,307,65,4818,
Fowler,2038,9299,9231,2897,69,1561,760,1037,540,546,1426,1101,1115,1034,856,885,1357,6516,118,1144,0,31,42,91,,,,,,,,,1307,98,1586,167,560,370,422,310,66,4886,
Fowler,2039,9428,9358,2934,70,1601,770,1058,531,544,1421,1144,1129,1050,891,890,1364,6623,119,1157,0,31,42,91,,,,,,,,,1310,100,1614,170,574,367,424,320,67,4946,
Fowler,2040,9555,9484,2972,70,1641,775,1086,556,504,1395,1253,1089,1078,903,917,1371,6731,121,1168,0,31,41,91,,,,,,,,,1312,102,1639,172,587,373,430,323,68,5006,
Fowler,2041,9678,9606,3009,71,1673,777,1115,570,520,1347,1322,1091,1077,910,949,1377,6835,123,1178,0,31,41,93,,,,,,,,,1316,104,1660,174,600,370,437,328,69,5058,
Fowler,2042,9796,9724,3041,72,1706,779,1138,578,531,1330,1366,1078,1103,932,962,1383,6935,124,1187,0,31,41,95,,,,,,,,,1321,105,1688,177,610,367,439,337,70,5114,
Fowler,2043,9909,9836,3074,73,1738,778,1161,589,565,1245,1457,1060,1127,945,982,1387,7031,126,1196,0,32,40,97,,,,,,,,,1327,107,1716,180,619,372,445,342,71,5179,
Fowler,2044,10010,9936,3107,74,1771,777,1181,600,554,1260,1473,1060,1141,947,1019,1390,7120,127,1204,0,31,40,98,,,,,,,,,1329,109,1745,182,626,369,447,351,72,5230,
Fowler,2045,10108,10033,3140,75,1803,776,1198,612,579,1231,1483,1052,1162,973,1041,1393,7205,128,1211,0,31,39,100,,,,,,,,,1332,111,1775,185,636,375,454,355,73,5296,
Fowler,2046,10198,10122,3173,75,1818,774,1213,625,592,1179,1526,1101,1152,947,1088,1395,7284,130,1217,0,31,39,101,,,,,,,,,1336,113,1800,187,640,372,460,359,74,5341,
Fowler,2047,10281,10205,3196,76,1834,771,1223,637,599,1160,1536,1138,1157,952,1109,1396,7359,131,1223,0,31,39,103,,,,,,,,,1340,115,1823,189,644,378,462,368,75,5394,
Fowler,2048,10353,10277,3219,76,1849,767,1229,648,609,1170,1527,1166,1141,992,1102,1396,7425,132,1227,0,31,38,104,,,,,,,,,1343,116,1846,192,651,384,469,382,76,5459,
Fowler,2049,10420,10344,3242,77,1865,764,1229,664,618,1153,1516,1207,1150,1004,1116,1395,7487,133,1232,0,31,37,105,,,,,,,,,1347,118,1880,195,653,391,471,386,77,5518,
Fowler,2050,10479,10401,3266,77,1880,762,1225,678,630,1132,1480,1315,1102,1025,1130,1393,7543,134,1234,0,31,36,106,,,,,,,,,1351,120,1915,197,653,387,477,395,78,5573,
Fowler,2051,10526,10448,3289,78,1873,758,1220,690,641,1157,1421,1380,1098,1017,1144,,,,,,,,,,,,,,,,,1354,122,1948,200,653,388,484,400,79,5628,
Fowler,2052,10567,10489,3301,78,1867,755,1213,699,651,1171,1395,1417,1078,1036,1152,,,,,,,,,,,,,,,,,1358,123,1975,202,649,388,485,409,80,5669,
Fowler,2053,10596,10518,3313,78,1860,753,1204,706,660,1211,1297,1502,1053,1052,1159,,,,,,,,,,,,,,,,,1362,125,2004,204,642,395,492,413,81,5718,
Fowler,2054,10615,10537,3324,78,1854,751,1193,705,673,1203,1305,1508,1047,1059,1173,,,,,,,,,,,,,,,,,1366,127,2034,207,639,395,494,422,82,5766,
Fowler,2055,10629,10550,3336,78,1847,751,1182,701,685,1234,1266,1508,1035,1071,1196,1354,7731,138,1235,0,29,33,109,,,,,,,,,1369,128,2057,209,632,396,500,426,83,5800,
Fowler,2056,10634,10556,3348,78,1838,749,1174,696,694,1252,1205,1541,1075,1054,1195,,,,,,,,,,,,,,,,,1371,130,2092,212,625,401,507,430,84,5852,
Fowler,2057,10631,10553,3343,78,1829,751,1163,689,701,1261,1176,1540,1104,1049,1198,,,,,,,,,,,,,,,,,1377,132,2123,214,616,402,508,439,85,5896,
Fowler,2058,10616,10538,3339,78,1819,750,1161,688,700,1260,1175,1537,1102,1048,1196,,,,,,,,,,,,,,,,,1380,133,2153,217,605,408,514,443,86,5939,
Fowler,2059,10594,10515,3335,78,1810,748,1158,687,698,1257,1172,1534,1100,1045,1193,,,,,,,,,,,,,,,,,1384,134,2178,219,592,408,516,451,87,5969,
Fowler,2060,10560,10482,3330,78,1801,746,1155,685,696,1253,1168,1529,1096,1042,1190,1323,7712,137,1223,0,28,31,105,,,,,,,,,1388,135,2204,221,576,413,521,455,88,6001,
Fresno,2019,592347,582062,188712,10285,109009,57263,82495,41972,42126,92790,77079,61807,57987,40703,27840,161684,295965,39714,66948,809,3454,1150,12338,14892,34390,16150,26220,32680,23920,23340,17120,16737,11556,36637,25660,39760,23224,53695,21580,17620,246469,
Fresno,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fresno,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fresno,2022,592284,581176,195577,11108,119024,50339,83674,44581,43761,92318,78821,61597,59394,46361,31438,142319,303595,38479,82027,810,3886,3183,17984,,,,,,,,,18952,13397,40480,25657,39760,23704,59071,21576,17615,260212,
Fresno,2023,593075,581952,196172,11123,118559,49999,82082,45444,43357,91431,80421,61929,58552,47128,32732,141038,305355,38458,82370,813,3876,3187,17976,,,,,,,,,19219,13451,39945,25695,38428,23745,59179,21643,17703,259009,
Fresno,2024,594099,582957,196768,11142,118095,50043,80695,45592,43000,90829,81947,62160,57982,47789,34062,139832,307238,38450,82723,817,3870,3193,17977,,,,,,,,,19501,13577,39827,25792,38375,23776,59259,21681,17752,259540,
Fresno,2025,595370,584204,196768,11166,117630,50435,78940,45921,42490,89311,83345,62907,57861,48515,35644,138680,309286,38450,83086,818,3864,3200,17985,,,,,,,,,19501,13560,40242,25824,38629,23806,59339,21720,17801,260421,
Fresno,2026,596863,585669,197366,11194,116928,50970,77016,46322,42539,87834,84810,63747,57471,49197,36958,137579,311477,38458,83461,820,3859,3206,18003,,,,,,,,,19557,13685,40657,25856,38736,23836,59419,21758,17850,261354,
Fresno,2027,599262,587625,198650,11637,116226,50877,75987,46200,43370,86559,85836,65160,57057,49723,38494,136682,314165,38521,83942,823,3860,3218,18051,,,,,,,,,19585,13810,41132,25952,38804,23987,59577,21863,17899,262608,
Fresno,2028,601483,589803,199942,11680,115525,50760,75291,45443,44358,85783,86400,66823,56614,49965,40047,135715,316802,38575,84377,826,3859,3228,18099,,,,,,,,,19613,13934,41548,26048,39030,24077,59656,21901,17947,263754,
Fresno,2029,603637,591915,201243,11722,114823,50631,74690,45126,44634,85101,87223,68511,55908,50292,41520,134710,319451,38627,84776,829,3858,3238,18148,,,,,,,,,19642,14058,41963,26143,39114,24167,59813,22005,17995,264900,
Fresno,2030,605799,594035,202552,11764,114121,50503,74001,44807,45072,84116,87265,70551,55726,50411,43348,133694,322138,38679,85155,830,3856,3248,18198,,,,,,,,,19670,14182,42379,26239,39250,24256,59891,22042,18044,265953,
Fresno,2031,608233,596422,203870,11811,113675,50352,73727,44100,45587,83891,87608,72227,55581,50346,44814,132719,325004,38749,85556,831,3854,3260,18260,,,,,,,,,19726,14306,42794,26334,39423,24346,60047,22146,18092,267214,
Fresno,2032,610709,598833,204672,11876,113228,50247,73581,43312,45523,84418,87634,73925,55771,50153,46146,131740,327917,38827,85944,833,3852,3271,18325,,,,,,,,,19782,14358,43150,26428,39612,24435,60203,22183,18211,268362,
Fresno,2033,613151,601228,205478,11924,112782,50166,73781,42486,44842,85263,87203,75783,56337,49674,47617,130733,330837,38905,86316,834,3849,3283,18393,,,,,,,,,19811,14552,43566,26458,39822,24524,60280,22286,18258,269557,
Fresno,2034,615488,603519,206287,11969,112335,50083,74288,41433,44591,85433,87004,77546,56797,49402,48912,129683,333720,38985,86663,835,3846,3296,18460,,,,,,,,,19867,14674,43981,26553,39969,24612,60435,22323,18306,270719,
Fresno,2035,617835,605821,207099,12015,111889,49991,74963,40135,44337,85600,85896,79196,57763,49529,50425,128622,336621,39067,87008,837,3842,3309,18529,,,,,,,,,19895,14726,44397,26647,40169,24640,60511,22426,18353,271764,
Fresno,2036,620197,608136,207914,12061,112369,49884,74965,39876,43679,86349,84783,80881,58765,49394,51620,127552,339547,39152,87349,838,3839,3320,18600,,,,,,,,,19952,14918,44931,26740,40402,24728,60665,22462,18400,273198,
Fresno,2037,622582,610475,208414,12107,112849,49821,74910,39800,42939,87223,83731,82029,60217,49148,52763,126485,342482,39243,87691,839,3835,3333,18674,,,,,,,,,19980,14969,45346,26834,40568,24816,60818,22564,18447,274343,
Fresno,2038,624899,612747,208915,12152,113329,49766,74837,40092,42155,87649,83169,82753,61898,48893,53687,125403,345374,39335,88024,840,3831,3346,18746,,,,,,,,,20036,15090,45762,26927,40777,24904,60894,22600,18565,275554,
Fresno,2039,627223,615026,209418,12197,113809,49700,74786,40687,41154,87823,82710,83738,63607,48404,54615,124322,348262,39431,88362,842,3824,3360,18820,,,,,,,,,20092,15211,46177,27020,40915,24991,61046,22702,18611,276766,
Fresno,2040,629523,617281,209921,12242,114289,49602,74735,41456,39906,88148,81952,83985,65689,48397,55652,123246,351117,39529,88707,841,3818,3374,18892,,,,,,,,,20121,15332,46652,27048,41224,25078,61121,22738,18658,277971,
Fresno,2041,631751,619466,210426,12285,114327,49480,74720,41511,39684,88120,81882,84459,67358,48365,56172,122165,353919,39626,89042,840,3810,3388,18960,,,,,,,,,20177,15452,47008,27141,41363,25165,61272,22839,18704,279120,
Fresno,2042,633889,621562,210950,12327,114365,49393,74676,41524,39635,87419,82527,84604,69031,48604,56476,121094,356638,39719,89373,839,3802,3401,19024,,,,,,,,,20262,15502,47424,27233,41611,25251,61346,22874,18750,280253,
Fresno,2043,635937,623570,211475,12367,114403,49295,74613,41529,39950,86062,83475,84301,70860,49169,56683,120038,359264,39811,89697,840,3793,3413,19080,,,,,,,,,20346,15621,47839,27325,41786,25278,61420,22975,18796,281387,
Fresno,2044,637774,625372,212002,12403,114441,49164,74534,41530,40551,84882,83748,84211,72579,49643,56933,118972,361735,39895,89999,841,3783,3425,19125,,,,,,,,,20374,15671,48314,27353,42070,25364,61494,23010,18842,282492,
Fresno,2045,639541,627105,212530,12437,114479,49017,74451,41505,41321,83441,84005,83238,74233,50623,57705,117925,364132,39977,90298,842,3771,3436,19161,,,,,,,,,20431,15790,48789,27444,42322,25390,61567,23045,18888,283666,
Fresno,2046,641166,628698,213059,12469,114282,48873,74376,41476,41372,82604,84807,82223,75870,51569,57996,116882,366419,40055,90579,842,3757,3446,19186,,,,,,,,,20487,15839,49264,27472,42551,25476,61640,23080,18933,284742,
Fresno,2047,642681,630183,213505,12498,114085,48768,74253,41450,41378,81840,85705,81245,76978,52902,58161,115866,368592,40127,90853,842,3743,3456,19202,,,,,,,,,20543,15958,49679,27499,42768,25502,61713,23115,18979,285756,
Fresno,2048,643987,631464,213952,12523,113889,48635,74103,41412,41367,81374,86141,80711,77659,54396,58190,114862,370599,40188,91105,840,3726,3462,19205,,,,,,,,,20600,16006,50095,27590,43042,25528,61785,23149,19024,286820,
Fresno,2049,645201,632654,214399,12547,113692,48501,73924,41374,41357,80970,86308,80264,78566,55879,58059,113893,372508,40244,91344,837,3709,3468,19198,,,,,,,,,20656,16055,50570,27617,43359,25554,61782,23184,19069,287846,
Fresno,2050,646258,633691,214848,12568,113495,48381,73722,41323,41314,80469,86589,79506,78777,57734,58443,112940,374287,40293,91559,837,3691,3473,19179,,,,,,,,,20712,16104,51044,27645,43627,25580,61778,23218,19114,288822,
Fresno,2051,647107,634523,215297,12584,113148,48283,73514,41267,41258,80246,86495,79380,79136,59133,58393,,,,,,,,,,,,,,,,,20769,16221,51460,27672,43895,25606,61774,23253,19089,289738,
Fresno,2052,647855,635257,215622,12599,112802,48211,73277,41204,41205,80147,85735,79943,79177,60526,58431,,,,,,,,,,,,,,,,,20825,16200,51994,27699,44195,25573,61769,23287,19134,290676,
Fresno,2053,648383,635774,215948,12609,112455,48120,73018,41123,41137,80374,84313,80776,78784,62051,58688,,,,,,,,,,,,,,,,,20881,16179,52469,27663,44513,25598,61765,23257,19179,291504,
Fresno,2054,648729,636113,216274,12616,112109,48047,72732,41011,41062,80872,83056,80949,78596,63448,58956,,,,,,,,,,,,,,,,,20938,16296,52944,27690,44793,25565,61761,23291,19154,292431,
Fresno,2055,648977,636356,216601,12620,111762,48006,72455,40874,40976,81495,81535,81094,77603,64847,60092,108406,381156,40404,92229,824,3583,3466,18910,,,,,,,,,20994,16275,53359,27654,45195,25532,61681,23261,19198,293149,
Fresno,2056,649076,636453,216928,12622,111561,47983,72211,40726,40886,81396,80602,81749,76543,66175,60806,,,,,,,,,,,,,,,,,21022,16254,53834,27681,45519,25499,61677,23295,19173,293953,
Fresno,2057,649019,636398,216845,12621,111360,47949,71958,40573,40786,81248,79734,82479,75515,67024,61752,,,,,,,,,,,,,,,,,21107,16301,54368,27645,45851,25466,61597,23265,19218,294818,
Fresno,2058,648742,636126,216761,12616,111160,47928,71927,40556,40769,81213,79700,82444,75483,66995,61726,,,,,,,,,,,,,,,,,21163,16280,54843,27671,46211,25433,61517,23234,19193,295547,
Fresno,2059,648337,635729,216678,12608,110959,47898,71883,40531,40743,81163,79650,82393,75435,66953,61687,,,,,,,,,,,,,,,,,21220,16259,55318,27636,46583,25400,61438,23204,19168,296226,
Fresno,2060,647729,635133,216595,12596,110758,47853,71815,40493,40705,81087,79576,82316,75365,66891,61630,106482,382314,40318,92126,817,3528,3445,18699,,,,,,,,,21276,16170,55852,27600,46989,25309,61284,23174,19212,296867,
Huron,2019,5698,5698,1487,0,1067,611,962,488,453,939,770,589,470,260,156,78,5563,22,28,0,7,0,0,228,649,160,160,150,70,40,30,433,6,10,58,10,53,55,10,40,675,
Huron,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Huron,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Huron,2022,6167,6169,1588,0,1576,601,1119,578,458,865,790,642,579,355,182,154,5904,26,44,0,11,8,20,,,,,,,,,567,9,248,88,8,15,98,5,42,1080,
Huron,2023,6186,6186,1604,0,1579,574,1059,633,462,853,803,651,575,382,193,153,5925,26,44,0,11,8,20,,,,,,,,,575,9,245,89,30,15,100,5,43,1111,
Huron,2024,6208,6208,1620,0,1581,550,1035,633,502,856,821,639,573,392,208,154,5947,25,43,0,11,8,20,,,,,,,,,583,9,244,91,35,15,101,5,43,1128,
Huron,2025,6235,6235,1620,0,1584,523,1006,661,524,826,831,658,568,417,222,154,5975,25,43,0,11,8,20,,,,,,,,,583,9,247,92,39,16,103,5,44,1138,
Huron,2026,6238,6238,1635,0,1529,494,997,658,518,833,840,685,538,451,225,154,5980,25,42,0,10,8,20,,,,,,,,,585,10,249,94,37,16,104,5,45,1144,
Huron,2027,6244,6244,1638,0,1475,502,949,635,558,827,846,676,535,477,239,154,5987,24,42,0,10,7,19,,,,,,,,,586,10,252,95,35,16,106,5,46,1151,
Huron,2028,6249,6249,1640,0,1420,509,908,587,610,861,805,693,544,483,247,153,5992,24,43,0,10,7,19,,,,,,,,,587,10,255,97,33,17,107,6,46,1157,
Huron,2029,6253,6253,1642,0,1366,517,865,579,607,905,799,698,533,487,263,153,5996,23,45,0,10,7,19,,,,,,,,,588,10,257,99,31,17,109,6,47,1163,
Huron,2030,6258,6258,1645,0,1311,528,819,562,631,893,820,672,563,485,285,153,6001,23,46,0,10,7,19,,,,,,,,,588,11,260,100,28,17,111,6,48,1169,
Huron,2031,6285,6285,1647,0,1286,539,804,545,631,918,816,694,543,488,307,153,6027,22,47,0,10,7,18,,,,,,,,,590,11,262,102,32,17,113,6,49,1181,
Huron,2032,6313,6313,1654,0,1261,550,783,531,610,959,796,718,564,474,327,153,6054,22,49,0,10,7,18,,,,,,,,,592,11,264,104,34,18,114,6,50,1193,
